Broker,Exchange,OrderType,Quarter,Rebate,MarketCenter,MktShare,Rebate_Dummy,Obs_id
Boenning Scattergood,NASDAQ,Market,2016Q2,1.0,G1ES,0.0202,1,Boenning Scattergood-G1ES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q2,1.0,SGMA,0.1938,1,Boenning Scattergood-SGMA-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q2,1.0,UBSS,0.0879,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q2,1.0,VRTU,0.2125,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q3,1.0,CDRG,0.3352,1,Boenning Scattergood-CDRG-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q3,1.0,CFCO,0.0458,1,Boenning Scattergood-CFCO-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q3,1.0,SGMA,0.1725,1,Boenning Scattergood-SGMA-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q3,1.0,UBSS,0.1186,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q3,1.0,VRTU,0.2551,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q4,1.0,CDRG,0.2607,1,Boenning Scattergood-CDRG-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q4,1.0,G1ES,0.0853,1,Boenning Scattergood-G1ES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q4,1.0,SGMA,0.1164,1,Boenning Scattergood-SGMA-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q4,1.0,UBSS,0.17300000000000001,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2016Q4,1.0,VRTU,0.2669,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q1,1.0,CDRG,0.2165,1,Boenning Scattergood-CDRG-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q1,1.0,G1ES,0.0492,1,Boenning Scattergood-G1ES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q1,1.0,SGMA,0.1484,1,Boenning Scattergood-SGMA-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q1,1.0,UBSS,0.1209,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q1,1.0,VRTU,0.2187,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,BNYC,0.0665,1,Boenning Scattergood-BNYC-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,CDRG,0.2353,1,Boenning Scattergood-CDRG-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,G1ES,0.0766,1,Boenning Scattergood-G1ES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,SGMA,0.183,1,Boenning Scattergood-SGMA-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,UBSS,0.147,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q2,1.0,VRTU,0.2283,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,BNYC,0.0418,1,Boenning Scattergood-BNYC-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,CDRG,0.22,1,Boenning Scattergood-CDRG-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,G1ES,0.0686,1,Boenning Scattergood-G1ES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,GSES,0.17,1,Boenning Scattergood-GSES-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,UBSS,0.226,1,Boenning Scattergood-UBSS-NASDAQ-Market
Boenning Scattergood,NASDAQ,Market,2017Q3,1.0,VRTU,0.1946,1,Boenning Scattergood-VRTU-NASDAQ-Market
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,ATDF,0.0788,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,CDRG,0.163,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,CFCO,0.0022,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,FBCO,0.09300000000000001,1,Boenning Scattergood-FBCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,G1ES,0.0066,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,GSES,0.0755,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,KCG,0.0974,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,SGMA,0.1291,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q1,1.0,UBSS,0.1193,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,ATDF,0.0933,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,CDRG,0.1894,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,CFCO,0.0,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,FBCO,0.0603,1,Boenning Scattergood-FBCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,G1ES,0.0846,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,GSES,0.0387,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,KCG,0.0861,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,SGMA,0.0746,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q2,1.0,UBSS,0.099,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,ATDF,0.0583,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,CDRG,0.2218,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,CFCO,0.0,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,FBCO,0.0469,1,Boenning Scattergood-FBCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,G1ES,0.0811,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,GSES,0.0469,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,KCG,0.1597,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,SGMA,0.0418,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q3,1.0,UBSS,0.1394,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,ATDF,0.0624,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,CDRG,0.1565,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,CFCO,0.0023,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,FBCO,0.0317,1,Boenning Scattergood-FBCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,G1ES,0.076,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,GSES,0.0612,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,KCG,0.1485,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,SGMA,0.042,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2014Q4,1.0,UBSS,0.127,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,ATDF,0.0585,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,CDRG,0.1681,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,CFCO,0.0012,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,FBCO,0.0012,1,Boenning Scattergood-FBCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,G1ES,0.0374,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,GSES,0.1283,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,KCG,0.1582,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,SGMA,0.0423,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q1,1.0,UBSS,0.0785,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,ATDF,0.092,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,CDRG,0.1823,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,G1ES,0.0296,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,GSES,0.1724,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,KCG,0.1658,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,SGMA,0.0345,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q2,1.0,UBSS,0.1002,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q3,1.0,ATDF,0.0701,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q3,1.0,CDRG,0.1086,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q3,1.0,KCG,0.1156,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q3,1.0,SGMA,0.049,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q3,1.0,UBSS,0.0744,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,ATDF,0.0871,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,CDRG,0.1629,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,G1ES,0.0473,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,KCG,0.1439,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,SGMA,0.17800000000000002,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2015Q4,1.0,UBSS,0.1042,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q1,1.0,ATDF,0.0506,1,Boenning Scattergood-ATDF-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q1,1.0,CDRG,0.231,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q1,1.0,KCG,0.2125,1,Boenning Scattergood-KCG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q1,1.0,SGMA,0.1467,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q1,1.0,UBSS,0.1046,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,BNYC,0.008,1,Boenning Scattergood-BNYC-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,CDRG,0.2405,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,CFCO,0.0481,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,CITI,0.0301,1,Boenning Scattergood-CITI-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,G1ES,0.0381,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,SGMA,0.1643,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,UBSS,0.0762,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q2,1.0,VRTU,0.2044,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q3,1.0,CDRG,0.2564,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q3,1.0,CFCO,0.0098,1,Boenning Scattergood-CFCO-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q3,1.0,SGMA,0.1585,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q3,1.0,UBSS,0.1155,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q3,1.0,VRTU,0.22699999999999998,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q4,1.0,CDRG,0.2236,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q4,1.0,G1ES,0.0528,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q4,1.0,SGMA,0.0699,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q4,1.0,UBSS,0.1382,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2016Q4,1.0,VRTU,0.2329,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q1,1.0,CDRG,0.1887,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q1,1.0,G1ES,0.0453,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q1,1.0,SGMA,0.1264,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q1,1.0,UBSS,0.0962,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q1,1.0,VRTU,0.1962,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,BNYC,0.0306,1,Boenning Scattergood-BNYC-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,CDRG,0.1766,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,G1ES,0.0631,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,SGMA,0.1441,1,Boenning Scattergood-SGMA-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,UBSS,0.1405,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q2,1.0,VRTU,0.2216,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,BNYC,0.0361,1,Boenning Scattergood-BNYC-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,CDRG,0.2285,1,Boenning Scattergood-CDRG-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,G1ES,0.0567,1,Boenning Scattergood-G1ES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,GSES,0.1615,1,Boenning Scattergood-GSES-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,UBSS,0.1254,1,Boenning Scattergood-UBSS-NASDAQ-Other
Boenning Scattergood,NASDAQ,Other,2017Q3,1.0,VRTU,0.1735,1,Boenning Scattergood-VRTU-NASDAQ-Other
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,ATDF,0.1254,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,CDRG,0.1943,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,CFCO,0.0047,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,FBCO,0.1003,1,Boenning Scattergood-FBCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,G1ES,0.0091,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,GSES,0.0622,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,KCG,0.0821,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,SGMA,0.1365,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q1,1.0,UBSS,0.1243,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,ATDF,0.1464,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,CDRG,0.20800000000000002,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,CFCO,0.006999999999999999,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,FBCO,0.0671,1,Boenning Scattergood-FBCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,G1ES,0.0998,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,GSES,0.0452,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,KCG,0.1113,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,SGMA,0.0828,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q2,1.0,UBSS,0.0957,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,ATDF,0.0829,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,CDRG,0.2139,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,CFCO,0.006,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,FBCO,0.0706,1,Boenning Scattergood-FBCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,G1ES,0.1282,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,GSES,0.0625,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,KCG,0.1609,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,SGMA,0.0541,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q3,1.0,UBSS,0.1191,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,ATDF,0.0927,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,CDRG,0.1762,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,CFCO,0.0133,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,FBCO,0.0314,1,Boenning Scattergood-FBCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,G1ES,0.1012,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,GSES,0.076,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,KCG,0.1731,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,SGMA,0.0593,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2014Q4,1.0,UBSS,0.1162,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,ATDF,0.1081,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,CDRG,0.2064,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,CFCO,0.0118,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,FBCO,0.0021,1,Boenning Scattergood-FBCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,G1ES,0.0627,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,GSES,0.133,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,KCG,0.1943,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,SGMA,0.0488,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q1,1.0,UBSS,0.1043,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,ATDF,0.1441,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,CDRG,0.2194,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,G1ES,0.0445,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,GSES,0.1415,1,Boenning Scattergood-GSES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,KCG,0.1727,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,SGMA,0.0423,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q2,1.0,UBSS,0.1345,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q3,1.0,ATDF,0.1377,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q3,1.0,CDRG,0.1827,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q3,1.0,KCG,0.1566,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q3,1.0,SGMA,0.0684,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q3,1.0,UBSS,0.1178,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,ATDF,0.1182,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,CDRG,0.2138,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,G1ES,0.067,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,KCG,0.1617,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,SGMA,0.1558,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2015Q4,1.0,UBSS,0.1241,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q1,1.0,ATDF,0.0793,1,Boenning Scattergood-ATDF-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q1,1.0,CDRG,0.25,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q1,1.0,KCG,0.242,1,Boenning Scattergood-KCG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q1,1.0,SGMA,0.1745,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q1,1.0,UBSS,0.1117,1,Boenning Scattergood-UBSS-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,BNYC,0.0062,1,Boenning Scattergood-BNYC-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,CDRG,0.297,1,Boenning Scattergood-CDRG-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,CFCO,0.0623,1,Boenning Scattergood-CFCO-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,CITI,0.0804,1,Boenning Scattergood-CITI-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,G1ES,0.038,1,Boenning Scattergood-G1ES-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,SGMA,0.1657,1,Boenning Scattergood-SGMA-NASDAQ-Total
Boenning Scattergood,NASDAQ,Total,2016Q2,1.0,UBSS,0.076,1,Boenning Scattergood-UBSS-NASDAQ-Total
